user_id,watch_time_hours,total_sessions,avg_session_mins,weekday_watch_ratio,recency_days,short_session_ratio,top_genres
USR-4877,39.1,51,57.8,0.6,1.0,0.47,"Action,Drama,Horror,Romance"
USR-4878,19.4,55,55.3,0.67,4.0,0.49,"Animation,Documentary,Thriller,Horror"
USR-4879,4.6,7,11.2,0.66,18.0,0.56,"Documentary,Comedy"
USR-4880,86.6,38,71.4,0.57,3.0,0.1,"Action,Sci-Fi,Thriller"
USR-4881,62.5,38,79.6,0.75,3.0,0.1,"Action,Thriller,Sci-Fi"
USR-4882,9.1,17,23.2,0.35,7.0,0.65,"Animation,Comedy"
USR-4883,59.4,38,48.2,0.43,5.0,0.23,"Horror,Drama,Thriller,Action,Sci-Fi"
USR-4884,78.8,29,69.0,0.57,1.0,0.18,"Thriller,Action,Sci-Fi"
USR-4885,13.8,24,19.4,0.59,8.0,0.8,"Comedy,Romance"
USR-4886,3.4,7,25.5,0.46,15.0,0.67,"Drama,Documentary"
USR-4887,15.2,26,17.4,0.37,5.0,0.61,Comedy
USR-4888,2.8,6,16.4,0.34,36.0,0.58,Documentary
USR-4889,0.5,3,28.7,0.71,21.0,0.43,Comedy
USR-4890,28.4,37,29.0,0.41,5.0,0.76,Romance
USR-4891,27.0,37,14.8,0.41,4.0,0.73,"Romance,Animation"
USR-4892,17.6,26,36.5,0.39,7.0,0.82,"Animation,Romance"
USR-4893,59.0,66,55.4,0.68,4.0,0.05,"Action,Thriller"
USR-4894,40.7,51,41.5,0.45,1.0,0.21,"Romance,Thriller,Drama,Action,Comedy"
USR-4895,2.5,1,19.0,0.47,34.0,0.31,"Documentary,Drama"
USR-4896,26.5,32,40.9,0.45,3.0,0.25,"Thriller,Comedy,Drama"
USR-4897,8.0,24,27.4,0.56,7.0,0.74,Romance
USR-4898,31.8,54,53.8,0.56,2.0,0.27,"Documentary,Horror,Romance"
USR-4899,17.6,19,33.4,0.57,9.0,0.88,"Comedy,Romance"
USR-4900,4.3,2,41.1,0.78,39.0,0.45,"Documentary,Comedy"
USR-4901,38.6,56,35.4,0.44,3.0,0.21,"Drama,Sci-Fi,Action,Animation"
USR-4902,53.6,57,49.5,0.65,4.0,0.24,"Horror,Action,Romance"
USR-4903,12.1,34,32.3,0.36,8.0,0.8,"Animation,Comedy"
USR-4904,36.5,50,59.8,0.66,2.0,0.34,"Drama,Action,Thriller"
USR-4905,1.9,7,5.0,0.72,22.0,0.66,"Drama,Comedy"
USR-4906,13.9,17,16.6,0.35,9.0,0.87,Romance
USR-4907,4.1,1,24.5,0.59,19.0,0.52,"Drama,Documentary"
USR-4908,14.9,33,22.2,0.52,6.0,0.69,Animation
USR-4909,12.1,26,33.6,0.53,8.0,0.67,Comedy
USR-4910,46.2,34,59.9,0.65,6.0,0.41,"Thriller,Drama,Comedy"
USR-4911,47.0,44,52.5,0.61,3.0,0.47,"Action,Comedy,Drama,Horror"
USR-4912,3.7,3,29.3,0.39,41.0,0.44,"Documentary,Drama"
USR-4913,14.6,29,30.6,0.52,2.0,0.87,"Animation,Comedy"
USR-4914,5.7,3,14.5,0.22,26.0,0.58,Documentary
USR-4915,27.4,26,18.2,0.55,2.0,0.69,Animation
USR-4916,32.2,36,86.6,0.75,4.0,0.08,"Action,Sci-Fi,Thriller"
USR-4917,41.6,65,107.9,0.56,4.0,0.08,"Thriller,Sci-Fi,Action"
USR-4918,2.5,2,31.3,0.37,13.0,0.46,"Comedy,Drama"
USR-4919,9.5,35,31.2,0.54,7.0,0.63,Animation
USR-4920,65.0,34,101.6,0.52,4.0,0.13,"Sci-Fi,Thriller"
USR-4921,15.1,33,18.0,0.3,7.0,0.74,"Animation,Comedy"
USR-4922,70.8,63,99.9,0.71,3.0,0.19,"Thriller,Action,Sci-Fi"
USR-4923,10.4,35,26.0,0.55,2.0,0.84,"Comedy,Romance"
USR-4924,46.4,50,48.2,0.68,2.0,0.31,"Sci-Fi,Romance,Drama,Action,Animation"
USR-4925,12.5,28,23.8,0.59,5.0,0.71,Romance
USR-4926,39.7,46,65.1,0.47,2.0,0.4,"Comedy,Sci-Fi,Documentary"
USR-4927,22.0,20,30.6,0.55,7.0,0.89,Comedy
USR-4928,69.0,33,84.8,0.64,3.0,0.09,"Thriller,Sci-Fi,Action"
USR-4929,10.0,36,18.0,0.39,7.0,0.62,Romance
USR-4930,8.8,7,26.8,0.28,15.0,0.5,"Drama,Documentary"
USR-4931,15.5,16,17.6,0.32,4.0,0.63,Animation
USR-4932,2.7,2,7.2,0.74,23.0,0.61,"Documentary,Comedy"
USR-4933,41.7,46,52.5,0.69,3.0,0.2,"Documentary,Thriller,Action"
USR-4934,70.5,31,119.6,0.66,1.0,0.14,"Action,Sci-Fi"
USR-4935,8.1,5,27.9,0.79,22.0,0.59,"Comedy,Documentary"
USR-4936,6.4,3,19.0,0.28,35.0,0.47,Comedy
USR-4937,7.3,5,24.9,0.4,43.0,0.65,"Drama,Documentary"
USR-4938,31.3,30,63.3,0.7,4.0,0.49,"Romance,Sci-Fi,Animation"
USR-4939,54.2,32,51.5,0.54,3.0,0.38,"Horror,Action,Sci-Fi"
USR-4940,53.2,42,45.4,0.45,4.0,0.31,"Drama,Horror,Animation"
USR-4941,6.3,23,22.3,0.38,4.0,0.63,Comedy
USR-4942,4.7,28,25.3,0.54,1.0,0.68,Animation
USR-4943,58.6,33,58.6,0.45,4.0,0.34,"Thriller,Action,Animation"
USR-4944,1.8,4,22.0,0.29,27.0,0.56,"Comedy,Documentary"
USR-4945,52.2,62,85.0,0.51,3.0,0.16,"Thriller,Action"
USR-4946,4.3,6,22.3,0.34,28.0,0.63,Drama
USR-4947,5.0,6,30.2,0.77,44.0,0.39,"Comedy,Documentary"
USR-4948,14.7,29,41.3,0.46,2.0,0.85,"Comedy,Romance"
USR-4949,53.9,46,38.1,0.58,6.0,0.26,"Romance,Horror,Drama"
USR-4950,25.0,61,73.1,0.73,2.0,0.19,"Sci-Fi,Action"
USR-4951,36.9,42,61.1,0.7,4.0,0.47,"Romance,Drama,Action,Animation"
USR-4952,15.0,16,25.5,0.43,8.0,0.82,Animation
USR-4953,8.1,22,21.3,0.57,2.0,0.77,Animation
USR-4954,42.4,57,105.6,0.64,4.0,0.1,"Thriller,Action"
USR-4955,51.8,53,120.8,0.55,1.0,0.17,"Thriller,Sci-Fi,Action"
USR-4956,8.7,34,13.7,0.41,9.0,0.82,"Romance,Comedy"
USR-4957,62.6,63,122.7,0.63,2.0,0.06,"Thriller,Action"
USR-4958,71.3,55,96.7,0.68,3.0,0.09,"Action,Thriller"
USR-4959,2.8,2,13.5,0.29,35.0,0.35,Comedy
USR-4960,64.1,56,103.2,0.7,2.0,0.07,"Thriller,Sci-Fi,Action"
USR-4961,14.9,26,13.9,0.38,6.0,0.81,Comedy
USR-4962,14.9,16,22.7,0.53,9.0,0.81,Animation
USR-4963,18.4,32,35.0,0.32,9.0,0.67,Comedy
USR-4964,74.9,35,79.0,0.66,2.0,0.19,"Sci-Fi,Thriller"
USR-4965,18.7,32,54.5,0.6,1.0,0.28,"Sci-Fi,Horror,Documentary"
USR-4966,3.2,7,31.0,0.22,17.0,0.63,Comedy
USR-4967,61.3,46,81.5,0.53,1.0,0.19,"Sci-Fi,Thriller"
USR-4968,0.5,1,13.7,0.24,24.0,0.34,Drama
USR-4969,15.9,35,39.3,0.58,8.0,0.77,"Animation,Comedy"
USR-4970,15.7,23,30.9,0.46,6.0,0.64,"Comedy,Animation"
USR-4971,3.4,3,22.7,0.45,30.0,0.39,"Documentary,Drama"
USR-4972,12.8,52,61.4,0.64,4.0,0.36,"Drama,Sci-Fi,Animation,Comedy,Horror"
USR-4973,70.0,40,90.1,0.77,4.0,0.16,"Thriller,Action,Sci-Fi"
USR-4974,3.9,38,30.3,0.36,7.0,0.68,Animation
USR-4975,6.0,34,29.1,0.45,3.0,0.61,Comedy
USR-4976,64.4,61,72.7,0.73,2.0,0.06,"Sci-Fi,Thriller"
USR-4977,43.1,35,46.9,0.68,4.0,0.38,"Horror,Thriller,Comedy,Action"
USR-4978,41.7,31,60.2,0.66,6.0,0.39,"Comedy,Thriller,Action,Documentary"
USR-4979,40.2,62,77.4,0.6,2.0,0.07,"Action,Thriller"
USR-4980,2.2,6,28.8,0.63,12.0,0.31,"Comedy,Documentary"
USR-4981,12.3,34,14.0,0.44,3.0,0.64,"Comedy,Animation"
USR-4982,11.5,37,26.2,0.58,6.0,0.72,"Animation,Romance"
USR-4983,6.5,4,21.1,0.43,20.0,0.5,"Comedy,Drama"
USR-4984,18.6,37,20.7,0.52,9.0,0.64,Romance
USR-4985,57.1,62,85.5,0.75,3.0,0.07,"Action,Sci-Fi"
USR-4986,18.7,25,21.3,0.56,9.0,0.77,Romance
USR-4987,33.7,43,48.9,0.59,3.0,0.21,"Sci-Fi,Action,Comedy,Thriller,Documentary"
USR-4988,32.4,57,59.7,0.43,2.0,0.29,"Sci-Fi,Action,Thriller,Drama"
USR-4989,27.5,41,59.4,0.6,1.0,0.2,"Action,Horror,Sci-Fi,Thriller"
USR-4990,7.6,7,26.3,0.45,36.0,0.52,"Documentary,Drama"
USR-4991,71.0,64,85.9,0.76,2.0,0.15,"Action,Thriller,Sci-Fi"
USR-4992,64.6,36,114.4,0.74,2.0,0.14,"Sci-Fi,Thriller"
USR-4993,19.9,22,33.6,0.57,9.0,0.7,"Comedy,Animation"
USR-4994,55.8,28,86.5,0.52,3.0,0.15,"Sci-Fi,Thriller,Action"
USR-4995,71.1,50,75.6,0.56,2.0,0.09,"Sci-Fi,Action,Thriller"
USR-4996,11.3,15,22.5,0.47,5.0,0.82,Romance
USR-4997,44.0,46,43.3,0.6,2.0,0.44,"Comedy,Action,Documentary"
USR-4998,0.5,7,19.3,0.57,36.0,0.67,Drama
USR-4999,56.8,52,55.1,0.57,6.0,0.34,"Comedy,Drama,Animation,Sci-Fi,Horror"
USR-5000,16.1,34,29.7,0.5,9.0,0.61,Animation
USR-5001,23.0,38,20.1,0.52,1.0,0.64,Comedy
USR-5002,61.9,43,62.3,0.67,2.0,0.16,"Sci-Fi,Action,Thriller"
USR-5003,32.6,28,121.8,0.5,1.0,0.17,"Action,Sci-Fi"
USR-5004,50.9,43,94.1,0.69,3.0,0.18,"Thriller,Sci-Fi"
USR-5005,23.5,36,24.9,0.48,3.0,0.81,"Animation,Romance"
USR-5006,18.5,28,21.2,0.37,9.0,0.81,"Romance,Animation"
USR-5007,4.5,6,47.1,0.25,14.0,0.37,Documentary
USR-5008,6.3,38,23.3,0.45,9.0,0.85,"Comedy,Romance"
USR-5009,41.1,33,46.9,0.61,3.0,0.47,"Horror,Action,Documentary,Drama,Thriller"
USR-5010,3.4,5,13.8,0.29,18.0,0.59,"Documentary,Comedy"
USR-5011,3.3,5,5.0,0.7,14.0,0.48,Documentary
USR-5012,0.5,6,23.7,0.57,43.0,0.52,Comedy
USR-5013,7.0,7,19.0,0.29,14.0,0.61,Documentary
USR-5014,6.4,6,21.6,0.74,34.0,0.66,Documentary
USR-5015,43.8,55,47.6,0.63,1.0,0.41,"Horror,Animation,Drama"
USR-5016,37.9,30,40.2,0.66,6.0,0.41,"Comedy,Horror,Action"
USR-5017,0.5,6,24.4,0.53,42.0,0.47,Documentary
USR-5018,14.8,28,41.4,0.47,4.0,0.88,Animation
USR-5019,77.2,42,78.7,0.63,4.0,0.07,"Sci-Fi,Thriller"
USR-5020,77.5,49,107.7,0.55,2.0,0.09,"Sci-Fi,Action,Thriller"
USR-5021,89.6,35,115.6,0.72,3.0,0.06,"Action,Sci-Fi"
USR-5022,4.7,15,24.1,0.37,9.0,0.89,Comedy
USR-5023,56.1,39,81.6,0.7,3.0,0.13,"Sci-Fi,Thriller"
USR-5024,73.7,50,95.4,0.74,1.0,0.15,"Sci-Fi,Action,Thriller"
USR-5025,73.0,29,53.8,0.55,4.0,0.16,"Action,Sci-Fi"
USR-5026,9.9,18,22.3,0.59,7.0,0.89,Comedy
USR-5027,11.4,34,25.0,0.51,8.0,0.83,"Animation,Comedy"
USR-5028,47.2,54,47.6,0.46,3.0,0.26,"Drama,Horror,Romance,Sci-Fi"
USR-5029,4.6,36,25.2,0.47,2.0,0.83,Comedy
USR-5030,40.3,32,58.3,0.64,6.0,0.36,"Animation,Sci-Fi,Horror,Action"
USR-5031,9.2,35,28.6,0.48,5.0,0.77,"Animation,Comedy"
USR-5032,39.3,41,46.8,0.68,5.0,0.2,"Romance,Thriller,Animation,Drama,Horror"
USR-5033,11.7,17,37.2,0.42,5.0,0.83,"Comedy,Romance"
USR-5034,17.6,26,24.6,0.48,8.0,0.73,Animation
USR-5035,7.2,18,33.8,0.42,1.0,0.85,"Animation,Comedy"
USR-5036,56.4,47,89.1,0.52,1.0,0.2,"Action,Sci-Fi"
USR-5037,17.2,36,18.9,0.53,9.0,0.62,"Romance,Animation"
USR-5038,2.9,4,29.2,0.31,40.0,0.63,Comedy
USR-5039,7.4,27,31.8,0.44,8.0,0.64,Animation
USR-5040,60.1,28,85.5,0.53,1.0,0.11,"Sci-Fi,Thriller"
USR-5041,3.2,2,10.3,0.51,17.0,0.55,Documentary
USR-5042,2.6,2,24.6,0.38,26.0,0.57,"Documentary,Comedy"
USR-5043,71.0,67,131.0,0.63,3.0,0.13,"Sci-Fi,Action"
USR-5044,9.6,23,20.1,0.59,4.0,0.61,"Romance,Comedy"
USR-5045,76.4,51,98.0,0.68,4.0,0.16,"Thriller,Action"
USR-5046,89.8,35,63.8,0.72,4.0,0.18,"Action,Sci-Fi,Thriller"
USR-5047,66.4,50,71.2,0.77,1.0,0.12,"Sci-Fi,Thriller"
USR-5048,8.3,7,18.5,0.37,24.0,0.43,Documentary
USR-5049,0.5,6,22.2,0.47,30.0,0.4,Comedy
USR-5050,4.3,4,20.2,0.34,14.0,0.6,Comedy
USR-5051,49.5,52,62.6,0.65,1.0,0.37,"Animation,Comedy,Romance"
USR-5052,5.1,52,44.8,0.52,2.0,0.47,"Romance,Comedy,Horror,Animation,Action"
USR-5053,37.4,56,54.9,0.58,1.0,0.37,"Documentary,Thriller,Horror,Action"
USR-5054,40.7,40,59.0,0.7,6.0,0.47,"Sci-Fi,Documentary,Drama,Comedy,Romance"
USR-5055,23.6,25,8.1,0.5,1.0,0.81,Comedy
USR-5056,24.5,51,68.5,0.56,4.0,0.25,"Documentary,Horror,Drama,Sci-Fi,Romance"
USR-5057,2.1,2,9.8,0.31,42.0,0.46,"Documentary,Comedy"
USR-5058,4.1,1,22.7,0.59,32.0,0.58,"Drama,Documentary"
USR-5059,75.4,38,126.5,0.63,1.0,0.2,"Action,Sci-Fi"
USR-5060,14.0,21,6.1,0.46,4.0,0.9,Animation
USR-5061,85.2,47,72.8,0.66,2.0,0.13,"Sci-Fi,Thriller,Action"
USR-5062,45.3,55,44.2,0.65,4.0,0.4,"Romance,Sci-Fi,Drama,Action"
USR-5063,40.7,42,64.8,0.54,4.0,0.21,"Drama,Animation,Thriller,Documentary,Horror"
USR-5064,10.7,19,33.0,0.43,8.0,0.69,Animation
USR-5065,78.3,41,82.1,0.68,4.0,0.07,"Sci-Fi,Action"
USR-5066,39.0,45,67.8,0.64,6.0,0.3,"Comedy,Documentary,Action,Thriller"
USR-5067,3.8,4,9.5,0.44,31.0,0.56,Drama
USR-5068,16.6,31,32.8,0.36,1.0,0.74,Comedy
USR-5069,90.4,68,113.3,0.52,3.0,0.08,"Action,Sci-Fi"
USR-5070,14.3,31,39.7,0.55,1.0,0.43,"Sci-Fi,Drama,Animation,Documentary,Romance"
USR-5071,14.4,33,28.0,0.31,1.0,0.62,Comedy
USR-5072,21.1,17,28.0,0.4,4.0,0.64,"Romance,Comedy"
USR-5073,26.1,32,10.4,0.39,6.0,0.78,"Animation,Romance"
USR-5074,4.2,5,29.3,0.8,36.0,0.5,Drama
USR-5075,0.7,2,7.7,0.67,36.0,0.69,Drama
USR-5076,3.1,2,27.3,0.63,16.0,0.55,"Documentary,Comedy"
USR-5077,30.4,44,49.0,0.54,6.0,0.5,"Documentary,Horror,Action"
USR-5078,3.4,1,24.5,0.62,23.0,0.44,Drama
USR-5079,8.5,5,16.9,0.4,34.0,0.38,"Drama,Comedy"
USR-5080,11.8,27,40.7,0.35,1.0,0.67,Animation
USR-5081,5.3,5,20.8,0.5,41.0,0.41,"Comedy,Documentary"
USR-5082,47.0,50,47.7,0.42,4.0,0.29,"Sci-Fi,Drama,Action,Horror,Comedy"
USR-5083,16.6,24,32.9,0.44,5.0,0.72,"Comedy,Animation"
USR-5084,14.1,22,24.4,0.56,4.0,0.84,"Romance,Comedy"
USR-5085,35.4,58,36.1,0.51,6.0,0.5,"Sci-Fi,Animation,Action"
USR-5086,58.4,48,70.6,0.47,3.0,0.27,"Horror,Action,Drama,Animation"
USR-5087,16.0,19,29.2,0.49,9.0,0.73,Animation
USR-5088,25.0,69,72.4,0.52,2.0,0.09,"Thriller,Sci-Fi"
USR-5089,3.0,1,23.9,0.63,37.0,0.67,Documentary
USR-5090,4.3,4,15.4,0.38,24.0,0.49,"Documentary,Comedy"
USR-5091,18.2,39,23.2,0.41,5.0,0.85,"Romance,Animation"
USR-5092,8.3,1,27.0,0.69,31.0,0.47,"Drama,Documentary"
USR-5093,9.6,36,42.8,0.3,5.0,0.8,"Romance,Comedy"
USR-5094,52.3,52,93.1,0.53,4.0,0.1,"Sci-Fi,Action"
USR-5095,38.9,44,41.6,0.44,4.0,0.38,"Documentary,Horror,Thriller,Drama"
USR-5096,10.9,48,41.3,0.52,4.0,0.45,"Horror,Romance,Thriller,Animation,Drama"
USR-5097,62.5,63,108.8,0.7,1.0,0.18,"Action,Sci-Fi,Thriller"
USR-5098,79.1,38,79.0,0.63,3.0,0.13,"Sci-Fi,Action"
USR-5099,16.4,23,17.8,0.33,4.0,0.82,Animation
USR-5100,34.1,30,39.4,0.47,5.0,0.34,"Action,Animation,Sci-Fi"
USR-5101,63.0,28,99.2,0.53,4.0,0.09,"Action,Sci-Fi"
USR-5102,66.4,54,61.7,0.68,1.0,0.43,"Animation,Drama,Romance,Thriller"
USR-5103,5.1,20,34.8,0.58,7.0,0.85,Comedy
USR-5104,15.9,27,19.4,0.38,7.0,0.65,Comedy
USR-5105,30.7,20,21.3,0.38,5.0,0.67,Romance
USR-5106,4.9,3,14.2,0.3,18.0,0.42,Drama
USR-5107,6.7,5,5.0,0.59,22.0,0.51,"Drama,Documentary"
USR-5108,0.5,4,19.0,0.78,33.0,0.39,Drama
USR-5109,18.7,15,38.2,0.32,3.0,0.81,Romance
USR-5110,2.1,2,21.0,0.68,26.0,0.53,Documentary
USR-5111,40.0,32,36.8,0.62,3.0,0.33,"Documentary,Horror,Drama"
USR-5112,55.6,63,99.5,0.71,1.0,0.2,"Action,Sci-Fi"
USR-5113,42.7,38,43.0,0.41,1.0,0.25,"Comedy,Horror,Animation,Action"
USR-5114,45.7,57,41.4,0.42,6.0,0.27,"Horror,Comedy,Thriller"
USR-5115,11.3,39,31.5,0.44,7.0,0.62,Romance
USR-5116,6.9,1,5.9,0.48,22.0,0.41,Drama
USR-5117,42.2,48,45.5,0.42,4.0,0.29,"Horror,Documentary,Drama"
USR-5118,24.6,31,24.4,0.5,3.0,0.7,"Animation,Comedy"
USR-5119,0.5,4,22.9,0.3,41.0,0.44,"Comedy,Drama"
USR-5120,5.0,1,10.6,0.22,44.0,0.42,Documentary
USR-5121,61.9,36,64.0,0.44,5.0,0.42,"Romance,Comedy,Thriller,Documentary"
USR-5122,6.9,1,34.7,0.76,28.0,0.6,Documentary
USR-5123,33.1,57,47.3,0.7,5.0,0.31,"Sci-Fi,Comedy,Thriller,Romance"
USR-5124,8.9,4,35.8,0.48,16.0,0.49,"Documentary,Comedy"
USR-5125,1.0,4,11.9,0.33,24.0,0.62,"Drama,Documentary"
USR-5126,3.4,6,5.0,0.58,20.0,0.46,"Drama,Comedy"
USR-5127,47.5,55,61.4,0.58,5.0,0.44,"Romance,Drama,Animation"
USR-5128,65.6,32,92.8,0.69,1.0,0.11,"Thriller,Action"
USR-5129,60.1,52,67.1,0.57,5.0,0.34,"Sci-Fi,Action,Animation,Romance,Documentary"
USR-5130,29.5,57,42.0,0.49,1.0,0.32,"Sci-Fi,Animation,Documentary"
USR-5131,65.4,66,49.3,0.68,1.0,0.07,"Thriller,Sci-Fi"
USR-5132,11.6,27,19.9,0.59,6.0,0.62,"Animation,Comedy"
USR-5133,56.7,31,56.9,0.6,3.0,0.45,"Comedy,Action,Sci-Fi,Romance,Animation"
USR-5134,68.2,60,74.9,0.54,1.0,0.15,"Action,Sci-Fi,Thriller"
USR-5135,7.7,30,39.9,0.47,3.0,0.84,Romance
USR-5136,45.2,25,128.2,0.54,2.0,0.12,"Sci-Fi,Action,Thriller"
USR-5137,0.5,33,33.8,0.58,1.0,0.61,"Animation,Romance"
USR-5138,37.5,53,82.4,0.58,3.0,0.27,"Drama,Comedy,Animation,Horror,Documentary"
USR-5139,20.3,19,10.9,0.48,3.0,0.76,"Comedy,Romance"
USR-5140,35.8,33,53.1,0.41,3.0,0.48,"Action,Sci-Fi,Drama,Horror"
USR-5141,5.4,7,29.5,0.24,21.0,0.68,Comedy
USR-5142,36.1,32,44.2,0.66,1.0,0.43,"Animation,Sci-Fi,Thriller,Romance"
USR-5143,27.7,39,32.7,0.64,2.0,0.2,"Animation,Action,Horror"
USR-5144,6.6,33,12.8,0.43,5.0,0.81,"Comedy,Animation"
USR-5145,7.9,6,17.3,0.65,20.0,0.58,Drama
USR-5146,39.4,47,26.1,0.46,1.0,0.44,"Drama,Thriller,Horror,Animation,Sci-Fi"
USR-5147,17.7,16,38.9,0.31,4.0,0.67,Romance
USR-5148,24.2,35,18.9,0.47,8.0,0.61,"Animation,Comedy"
USR-5149,35.1,42,40.8,0.6,1.0,0.48,"Animation,Thriller,Comedy,Romance,Sci-Fi"
USR-5150,26.2,15,22.2,0.37,8.0,0.78,Romance
USR-5151,14.8,25,34.2,0.58,6.0,0.88,"Romance,Comedy"
USR-5152,55.8,43,57.4,0.56,4.0,0.1,"Thriller,Sci-Fi,Action"
USR-5153,23.9,43,46.4,0.67,1.0,0.21,"Action,Drama,Documentary,Sci-Fi,Comedy"
USR-5154,26.5,22,23.5,0.45,4.0,0.61,"Romance,Comedy"
USR-5155,46.8,43,37.0,0.51,4.0,0.48,"Animation,Thriller,Drama"
USR-5156,63.3,61,83.5,0.59,1.0,0.12,"Action,Sci-Fi"
USR-5157,55.1,29,92.2,0.71,3.0,0.15,"Thriller,Sci-Fi"
USR-5158,15.0,31,22.4,0.45,8.0,0.82,Romance
USR-5159,15.0,39,10.7,0.54,5.0,0.83,"Romance,Animation"
USR-5160,59.7,43,102.7,0.63,4.0,0.08,"Sci-Fi,Thriller,Action"
USR-5161,26.5,38,45.3,0.59,3.0,0.43,"Comedy,Romance,Drama"
USR-5162,11.8,34,18.8,0.32,8.0,0.64,"Animation,Comedy"
USR-5163,1.4,6,22.9,0.49,39.0,0.52,Comedy
USR-5164,9.0,18,30.4,0.54,5.0,0.72,"Animation,Comedy"
USR-5165,21.4,32,11.3,0.43,2.0,0.64,"Comedy,Romance"
USR-5166,2.4,5,39.7,0.39,25.0,0.42,"Comedy,Drama"
USR-5167,16.2,37,21.0,0.59,2.0,0.24,"Romance,Drama,Thriller"
USR-5168,13.2,23,27.7,0.44,9.0,0.65,"Comedy,Romance"
USR-5169,16.3,18,19.2,0.53,6.0,0.6,"Romance,Animation"
USR-5170,45.7,35,77.6,0.76,3.0,0.07,"Action,Thriller"
USR-5171,1.8,1,10.9,0.39,41.0,0.34,Documentary
USR-5172,37.7,32,53.9,0.52,1.0,0.34,"Thriller,Sci-Fi,Animation,Comedy,Horror"
USR-5173,3.7,3,17.3,0.8,44.0,0.66,Comedy
USR-5174,14.8,19,25.2,0.38,2.0,0.8,"Comedy,Romance"
USR-5175,10.2,7,15.1,0.6,29.0,0.68,"Drama,Documentary"
USR-5176,39.7,51,75.7,0.54,1.0,0.28,"Romance,Animation,Horror,Comedy,Sci-Fi"
USR-5177,48.6,52,50.2,0.64,6.0,0.26,"Sci-Fi,Thriller,Horror,Comedy"
USR-5178,4.4,6,11.1,0.76,36.0,0.33,Documentary
USR-5179,24.2,38,37.0,0.48,4.0,0.23,"Documentary,Drama,Thriller,Sci-Fi,Action"
USR-5180,32.8,37,74.7,0.68,2.0,0.24,"Comedy,Animation,Sci-Fi,Documentary,Thriller"
USR-5181,51.1,57,53.8,0.61,1.0,0.07,"Action,Thriller"
USR-5182,43.6,42,57.1,0.59,6.0,0.29,"Documentary,Action,Drama,Thriller"
USR-5183,9.3,31,21.9,0.58,2.0,0.75,"Comedy,Animation"
USR-5184,53.0,52,48.8,0.4,6.0,0.3,"Thriller,Romance,Documentary"
USR-5185,31.8,35,36.3,0.46,2.0,0.28,"Animation,Documentary,Sci-Fi"
USR-5186,24.0,22,27.3,0.4,9.0,0.78,Animation
USR-5187,43.8,53,41.8,0.59,1.0,0.43,"Drama,Horror,Thriller,Action"
USR-5188,10.5,39,22.2,0.32,8.0,0.61,"Animation,Comedy"
USR-5189,55.3,40,70.2,0.7,1.0,0.13,"Action,Thriller,Sci-Fi"
USR-5190,91.4,62,68.5,0.73,2.0,0.17,"Sci-Fi,Action"
USR-5191,19.2,33,20.8,0.53,5.0,0.85,Romance
USR-5192,14.3,29,20.7,0.54,3.0,0.74,Comedy
USR-5193,23.6,38,12.0,0.58,8.0,0.6,"Romance,Comedy"
USR-5194,68.3,63,114.9,0.5,2.0,0.07,"Thriller,Sci-Fi"
USR-5195,7.7,3,10.0,0.65,18.0,0.33,Drama
USR-5196,44.5,44,42.4,0.54,3.0,0.25,"Drama,Romance,Sci-Fi"
USR-5197,1.5,1,23.8,0.41,44.0,0.66,"Documentary,Comedy"
USR-5198,86.5,45,71.9,0.64,2.0,0.05,"Thriller,Sci-Fi"
USR-5199,34.7,48,48.6,0.68,4.0,0.38,"Action,Thriller,Animation"
USR-5200,64.1,26,89.6,0.57,3.0,0.11,"Sci-Fi,Action"
USR-5201,38.9,37,48.4,0.52,2.0,0.23,"Romance,Drama,Thriller"
USR-5202,74.3,40,79.5,0.79,4.0,0.06,"Sci-Fi,Thriller"
USR-5203,70.8,31,109.2,0.78,3.0,0.06,"Sci-Fi,Action,Thriller"
USR-5204,47.7,33,70.1,0.59,6.0,0.4,"Horror,Animation,Sci-Fi,Thriller"
USR-5205,15.5,21,9.4,0.39,5.0,0.78,Romance
USR-5206,0.8,1,27.5,0.23,33.0,0.31,"Comedy,Documentary"
USR-5207,19.9,15,28.7,0.54,6.0,0.68,Romance
USR-5208,22.2,35,10.6,0.36,9.0,0.88,"Romance,Comedy"
USR-5209,59.7,30,110.6,0.73,3.0,0.08,"Sci-Fi,Action"
USR-5210,57.1,47,46.4,0.72,4.0,0.19,"Thriller,Action,Sci-Fi"
USR-5211,6.9,1,6.2,0.78,40.0,0.58,"Documentary,Drama"
USR-5212,14.9,21,10.9,0.31,9.0,0.82,"Comedy,Animation"
USR-5213,14.6,33,19.3,0.43,2.0,0.61,"Animation,Romance"
USR-5214,36.3,34,45.4,0.57,2.0,0.41,"Action,Horror,Drama,Romance,Comedy"
USR-5215,54.1,30,53.7,0.59,2.0,0.48,"Documentary,Thriller,Drama"
USR-5216,73.6,59,65.2,0.67,2.0,0.06,"Sci-Fi,Thriller"
USR-5217,8.7,19,25.9,0.57,6.0,0.69,"Comedy,Animation"
USR-5218,43.3,46,42.6,0.65,2.0,0.46,"Thriller,Drama,Animation"
USR-5219,38.2,43,97.5,0.78,4.0,0.14,"Thriller,Sci-Fi"
USR-5220,64.3,39,76.4,0.56,4.0,0.11,"Sci-Fi,Thriller,Action"
USR-5221,13.0,37,21.5,0.49,1.0,0.7,Comedy
